ID,recycling location name,address,city,zip,countyID,phone,full address,lat,lon
627,Ponce Recycling,22915 Victory Blvd,West Hills,91307,06037,(818) 531-5654,"22915 Victory Blvd West Hills, CA 91307",34.1872432,-118.6270602
628,Ponce Recycling,18405 Brookhurst St,Fountain Valley,92708,06059,(714) 794-7542,"18405 Brookhurst St Fountain Valley, CA 92708",33.6954314,-117.9559283
629,Ponce Recycling,19081 Goldenwest St,Huntington Beach,92648,06059,(714) 794-7542,"19081 Goldenwest St Huntington Beach, CA 92648",33.6852987,-118.0079148
630,Ponce Recycling,101 W Los Angeles Ave,Moorpark,93021,06111,(818) 531-5654,"101 W Los Angeles Ave Moorpark, CA 93021",34.2788860,-118.8947209
631,Ponce Recycling,3963 E Thousand Oaks Blvd,Thousand Oaks,91362,06111,(818) 531-5654,"3963 E Thousand Oaks Blvd Thousand Oaks, CA 91362",34.1627968,-118.8241919
632,Ponce Recycling,5241 Warner Ave,Huntington Beach,92649,06059,(714) 794-7542,"5241 Warner Ave Huntington Beach, CA 92649",33.7167690,-118.0379542
633,Ponce Recycling,21751 Lake Forest Dr,Lake Forest,92630,06059,(714) 794-7542,"21751 Lake Forest Dr Lake Forest, CA 92630",33.6467487,-117.6877489
634,Ponce Recycling,915 S Brookhurst St,Anaheim,92804,06059,(714) 794-7542,"915 S Brookhurst St Anaheim, CA 92804",33.8195986,-117.9601518
635,Ponce Recycling,27730 Santa Margarita Pkwy,Mission Viejo,92691,06059,(714) 794-7542,"27730 Santa Margarita Pkwy Mission Viejo, CA 92691",33.6515269,-117.6469180
636,Ponce Recycling,22333 Sherman Way,Canoga Park,91303,06037,(818) 531-5654,"22333 Sherman Way Canoga Park, CA 91303",34.2020085,-118.6135337
637,Ponce Recycling,1413 Hawthorne Blvd,Redondo Beach,90278,06037,(323) 533-4862,"1413 Hawthorne Blvd Redondo Beach, CA 90278",33.8670224,-118.3536873
638,Ponce Recycling,26901 Aliso Creek Rd,Aliso Viejo,92656,06059,(714) 794-7542,"26901 Aliso Creek Rd Aliso Viejo, CA 92656",33.5714258,-117.7256541
639,Ponce Recycling,13321 South St,Cerritos,90703,06037,(714) 794-7542,"13321 South St Cerritos, CA 90703",33.8601301,-118.0476996
640,Ponce Recycling,19800 Hawthorne Blvd,Torrance,90503,06037,(323) 533-4862,"19800 Hawthorne Blvd Torrance, CA 90503",33.8534432,-118.3525699
641,Ponce Recycling,201 W Arbor Vitae St,Inglewood,90301,06037,(323) 533-4862,"201 W Arbor Vitae St Inglewood, CA 90301",33.9531344,-118.3582708
642,Ponce Recycling,12470 Seal Beach Blvd,Seal Beach,90740,06059,(714) 794-7542,"12470 Seal Beach Blvd Seal Beach, CA 90740",33.7811312,-118.0696518
643,Ponce Recycling Inc,5212 W Adams Blvd,Los Angeles,90016,06037,(323) 533-4862,"5212 W Adams Blvd Los Angeles, CA 90016",34.0318171,-118.3559608
644,PRC Collection Inc,1023 N Grand Ave,Covina,91724,06037,(626) 260-7411,"1023 N Grand Ave Covina, CA 91724",34.0978529,-117.8735779
645,PRC Collection Inc,1525 E Amar Rd,West Covina,91792,06037,(626) 260-7411,"1525 E Amar Rd West Covina, CA 91792",34.0317207,-117.9130072
646,Premises Metals Recycling,10802 Vernon Ave,Ontario,91763,06071,(909) 465-1168,"10802 Vernon Ave Ontario, CA 91763",34.0577438,-117.6861202
647,Pretty California Clean,11850 Valley Blvd,El Monte,91732,06037,(323) 772-8263,"11850 Valley Blvd El Monte, CA 91732",34.0635540,-118.0222011
648,R and C Recycle,9405 S Alameda St,Los Angeles,90002,06037,,"9405 S Alameda St Los Angeles, CA 90002",33.9509878,-118.2298308
649,R Estrada Recycling,5870 S Central Ave,Los Angeles,90001,06037,(714) 829-0548,"5870 S Central Ave Los Angeles, CA 90001",33.9880571,-118.2564584
650,R Estrada Recycling Center,9319 S Alameda St,Los Angeles,90002,06037,(714) 829-0548,"9319 S Alameda St Los Angeles, CA 90002",33.9516189,-118.2300154
651,R Men,20816 E Arrow Hwy,Covina,91724,06037,(818) 634-1641,"20816 E Arrow Hwy Covina, CA 91724",34.1057707,-117.8471807
652,RCD Recycling,4706 S Western Ave,Los Angeles,90062,06037,(323) 984-3009,"4706 S Western Ave Los Angeles, CA 90062",34.0007282,-118.3087057
653,Recycle From Home LLC,1601 E Edinger Ave,Santa Ana,92705,06059,(562) 254-5212,"1601 E Edinger Ave Santa Ana, CA 92705",33.7269882,-117.8473810
654,Recycle from Home LLC - Corona,1601 E Edinger Ave,Santa Ana,92706,06059,(949) 889-1734,"1601 E Edinger Ave Santa Ana, CA 92706",33.7269882,-117.8473810
655,Recycle Indeed,2228 S Central Ave,Los Angeles,90011,06037,(323) 788-1551,"2228 S Central Ave Los Angeles, CA 90011",34.0208769,-118.2534022
656,Recycle Indeed,1914 E Olympic Blvd,Los Angeles,90021,06037,(323) 788-1551,"1914 E Olympic Blvd Los Angeles, CA 90021",34.0269584,-118.2374262
657,Recycle Now,4708 Fountain Ave,Los Angeles,90029,06037,(323) 572-7396,"4708 Fountain Ave Los Angeles, CA 90029",34.0950717,-118.2920641
658,Recycle Now Inc,3561 W Slauson Ave,Los Angeles,90043,06037,(818) 331-2128,"3561 W Slauson Ave Los Angeles, CA 90043",33.9892220,-118.3352081
659,Recycle Now Inc,133 W Ave 45,Los Angeles,90065,06037,(818) 331-2128,"133 W Ave 45 Los Angeles, CA 90065",34.0969323,-118.2079788
660,Recycle Now Inc,15358 Beach Blvd,Westminster,92683,06059,(818) 331-2128,"15358 Beach Blvd Westminster, CA 92683",33.7395248,-117.9881291
661,Recycle Now Inc,12375 Central Ave,Chino,91710,06071,(818) 331-2128,"12375 Central Ave Chino, CA 91710",34.0282968,-117.6883215
662,Recycle Now Inc,13075 Euclid St,Garden Grove,92843,06059,(818) 331-2128,"13075 Euclid St Garden Grove, CA 92843",33.7730672,-117.9384866
663,Recycle Now Inc,16042 Magnolia Ave,Fountain Valley,92708,06059,(818) 331-2128,"16042 Magnolia Ave Fountain Valley, CA 92708",33.7297802,-117.9707540
664,Recycling Inc,43847 Division St,Lancaster,93535,06037,(323) 240-2341,"43847 Division St Lancaster, CA 93535",34.6797138,-118.1318059
665,Recycling Inc,8907 Laurel Canyon Blvd,Sun Valley,91352,06037,(323) 240-2341,"8907 Laurel Canyon Blvd Sun Valley, CA 91352",34.2310595,-118.4032106
666,Recycling Inc,400 E Palmdale Blvd,Palmdale,93550,06037,(323) 240-2341,"400 E Palmdale Blvd Palmdale, CA 93550",34.5795772,-118.1233546
667,Recycling Innovations,20001 Roscoe Blvd,Winnetka,91306,06037,(818) 620-1933,"20001 Roscoe Blvd Winnetka, CA 91306",34.2207351,-118.5690200
668,Recycling Innovations,8464 Reseda Blvd,Northridge,91324,06037,(818) 620-1933,"8464 Reseda Blvd Northridge, CA 91324",34.2244906,-118.5355438
669,Recycling Innovations,10201 Reseda Blvd,Northridge,91324,06037,(818) 620-1933,"10201 Reseda Blvd Northridge, CA 91324",34.2549904,-118.5375020
670,Recycling Spot,115 Technology Dr,Irvine,92618,06059,(818) 203-3035,"115 Technology Dr Irvine, CA 92618",33.6607545,-117.7458816
671,Recycling Spot of Lakewood,20137 Pioneer Blvd,Lakewood,90715,06037,(818) 203-3035,"20137 Pioneer Blvd Lakewood, CA 90715",33.8470726,-118.0827304
672,RecycloCityLA LLC,1015 W 43Rd St,Los Angeles,90037,06037,(213) 755-0123,"1015 W 43Rd St Los Angeles, CA 90037",34.0057575,-118.2922620
673,Recygo More,7934 S Vermont Ave,Los Angeles,90044,06037,(323) 540-3784,"7934 S Vermont Ave Los Angeles, CA 90044",33.9668624,-118.2910940
674,RELS Recycling,19300 Rinaldi St,Northridge,91326,06037,(818) 521-3233,"19300 Rinaldi St Northridge, CA 91326",34.2735338,-118.5546400
675,Renovate Recycling Center Inc,516 W Chapman Ave,Placentia,92870,06059,(714) 453-7028,"516 W Chapman Ave Placentia, CA 92870",33.8728728,-117.8755325
676,Renovate Recycling Center Inc,21080 Golden Springs Dr,Diamond Bar,91789-3894,06037,(714) 453-7028,"21080 Golden Springs Dr Diamond Bar, CA 91789-3894",33.9983692,-117.8442388
677,Renovate Recycling Center Inc,2429 W Mcfadden Ave,Santa Ana,92704,06059,(714) 453-7028,"2429 W Mcfadden Ave Santa Ana, CA 92704",33.7349942,-117.9017884
678,Resources Services Alliance Inc,13314 Saticoy St,North Hollywood,91605,06037,(818) 982-5800,"13314 Saticoy St North Hollywood, CA 91605",34.2075853,-118.4234297
679,Rivas Recycling Center,4707 Slauson Ave,Maywood,90270,06037,(323) 245-5893,"4707 Slauson Ave Maywood, CA 90270",33.9868763,-118.1807145
680,Rivera Recycling Center,6805 Salt Lake Ave,Bell,90201,06037,(323) 715-5393,"6805 Salt Lake Ave Bell, CA 90201",33.9760071,-118.2044111
681,Rivera Recycling Center Inc,6216 Maywood Ave,Bell,90201,06037,(323) 715-5373,"6216 Maywood Ave Bell, CA 90201",33.9823339,-118.2023763
682,Rivera Recycling Center Inc,12435 Haster St,Garden Grove,92840,06059,(323) 715-5393,"12435 Haster St Garden Grove, CA 92840",33.7827217,-117.9066005
683,RM Services Inc,7510 Â½ Woodman Ave,Van Nuys,91405,06037,(818) 203-8106,"7510 Â½ Woodman Ave Van Nuys, CA 91405",34.2030604,-118.4312757
684,Roscoe Recycling,8231 Woodman Ave,Panorama City,91402,06037,(818) 383-9294,"8231 Woodman Ave Panorama City, CA 91402",34.2202143,-118.4331957
685,S & L Recycling,6154 Myosotis St,Los Angeles,90042,06037,(323) 388-9676,"6154 Myosotis St Los Angeles, CA 90042",34.1219927,-118.1842056
686,SA Recycling,45565 N Division St,Lancaster,93535,06037,(714) 688-4943,"45565 N Division St Lancaster, CA 93535",34.6618905,-118.1236080
687,SA Recycling,11614 East End Ave,Chino,91710,06071,(909) 622-3337,"11614 East End Ave Chino, CA 91710",34.0421689,-117.7252875
688,Safe Planet Recycling,14535 Telegraph Rd,La Mirada,90638,06037,(818) 426-5330,"14535 Telegraph Rd La Mirada, CA 90638",33.9240531,-118.0212619
689,Sammy's Recycling,24953 Railroad Ave,Newhall,91321,06037,(310) 910-5534,"24953 Railroad Ave Newhall, CA 91321",34.3893922,-118.5354835
690,San Gabriel Recycling,1069 Hoover St,Los Angeles,90015,06037,(323) 519-1171,"1069 Hoover St Los Angeles, CA 90015",34.0519478,-118.2843626
691,San Miguel Recycling,4225 Montclair St,Los Angeles,90018,06037,(323) 519-1171,"4225 Montclair St Los Angeles, CA 90018",34.0319078,-118.3320175
692,Sanchez Recycling Inc,631 S Main St,Santa Ana,92701,06059,(714) 465-6732,"631 S Main St Santa Ana, CA 92701",33.7399653,-117.8673147
693,Sanchez Recycling Inc,2018 E Lakeview Loop,Placentia,92870,06065,(714) 465-6732,"2018 E Lakeview Loop Placentia, CA 92870",33.8661547,-117.8193236
694,Sarian Recycling,7128 Foothill Blvd,Tujunga,91042,06037,(818) 352-2110,"7128 Foothill Blvd Tujunga, CA 91042",34.2478384,-118.2869678
695,Save N Recycle,1338 W Manchester Ave,Los Angeles,90044,06037,(323) 496-7417,"1338 W Manchester Ave Los Angeles, CA 90044",33.9596107,-118.2997046
696,Save N Recycle,5125 S Vermont Ave,Los Angeles,90037,06037,(323) 496-7417,"5125 S Vermont Ave Los Angeles, CA 90037",33.9961869,-118.2917633
697,SCV Recycling,6850 Farmdale Ave,North Hollywood,91605,06037,(818) 782-5050,"6850 Farmdale Ave North Hollywood, CA 91605",34.1953379,-118.3808494
698,Sierra Recycling,27125 Sierra Hwy #326,Santa Clarita,91351,06037,(818) 383-9294,"27125 Sierra Hwy #326 Santa Clarita, CA 91351",34.4080038,-118.4617345
699,SoCal 6,2700 Colorado Blvd,Los Angeles,90041,06037,(323) 662-2904,"2700 Colorado Blvd Los Angeles, CA 90041",34.1409525,-118.2249870
700,SoCal Recycling,8969 Santa Monica Blvd,West Hollywood,90069,06037,(323) 662-2904,"8969 Santa Monica Blvd West Hollywood, CA 90069",34.0835333,-118.3869700
701,SoCal Recycling,11030 Jefferson Blvd,Culver City,90230,06037,3236622904,"11030 Jefferson Blvd Culver City, CA 90230",33.9967446,-118.3937633
702,SoCal Recycling,10772 Jefferson Blvd,Culver City,90230,06037,(323) 662-2904,"10772 Jefferson Blvd Culver City, CA 90230",34.0015487,-118.3930015
703,SOS Recycling,5540 Alhambra Ave,Los Angeles,90032,06037,(323) 472-1747,"5540 Alhambra Ave Los Angeles, CA 90032",34.0786833,-118.1637674
704,Star Recycling,2623 W Pico Blvd,Los Angeles,90006,06037,(213) 380-7635,"2623 W Pico Blvd Los Angeles, CA 90006",34.0473623,-118.2953076
705,Sunset Recycling Center,2469 Via Campo St,Montebello,90640,06037,(818) 661-7387,"2469 Via Campo St Montebello, CA 90640",34.0311748,-118.1226002
706,Sunset Recycling Center,1314 W Francisquito Ave,West Covina,91790,06037,(818) 661-7387,"1314 W Francisquito Ave West Covina, CA 91790",34.0525884,-117.9535373
707,Sunset Recycling Center,5401 Katella Ave,Cypress,90720,06059,(818) 661-7387,"5401 Katella Ave Cypress, CA 90720",33.8044721,-118.0394790
708,Sunset Recycling Center,3000 Baldwin Park Blvd,Baldwin Park,91706,06037,(818) 661-7387,"3000 Baldwin Park Blvd Baldwin Park, CA 91706",34.0683921,-117.9793525
709,Sunset Recycling Center,914 W Orangethorpe Ave,Fullerton,92832,06059,(818) 661-7387,"914 W Orangethorpe Ave Fullerton, CA 92832",33.8588824,-117.9410213
710,Sunset Recycling Center,1821 N Hacienda Blvd,La Puente,91744,06037,(818) 661-7387,"1821 N Hacienda Blvd La Puente, CA 91744",34.0521594,-117.9444879
711,Sunset Recycling Center,27760 N Mcbean Pkwy,Valencia,91354,06037,(818) 661-7387,"27760 N Mcbean Pkwy Valencia, CA 91354",34.4458417,-118.5519838
712,Sunset Recycling Center,8626 Firestone Blvd,Downey,90241,06037,(818) 661-7387,"8626 Firestone Blvd Downey, CA 90241",33.9359952,-118.1271349
713,Sunset Recycling Center,13525 Lakewood Blvd,Downey,90242,06037,(818) 661-7387,"13525 Lakewood Blvd Downey, CA 90242",33.9052371,-118.1444952
714,Sunset Recycling Center,5951 Del Amo Blvd,Lakewood,90713,06037,(818) 661-7387,"5951 Del Amo Blvd Lakewood, CA 90713",33.8479320,-118.1162953
715,Sunset Recycling Center,3455 Sepulveda Blvd,Torrance,90505,06037,(818) 661-7387,"3455 Sepulveda Blvd Torrance, CA 90505",33.8280744,-118.3455556
716,Sunset Recycling Center,20060 Ventura Blvd,Woodland Hills,91364,06037,(818) 661-7387,"20060 Ventura Blvd Woodland Hills, CA 91364",34.1699305,-118.5701535
717,Sunset Recycling Center,12222 Carson St,Hawaiian Gardens,90716,06037,(818) 661-7387,"12222 Carson St Hawaiian Gardens, CA 90716",33.8307744,-118.0704355
718,Sunset Recycling Center,14919 Whittier Blvd,Whittier,90605,06037,(818) 661-7387,"14919 Whittier Blvd Whittier, CA 90605",33.9499884,-118.0072918
719,Sunset Recycling Center,9470 Las Tunas Dr,Temple City,91780,06037,(818) 661-7387,"9470 Las Tunas Dr Temple City, CA 91780",34.1058851,-118.0644231
720,Sunset Recycling Center,330 N Atlantic Blvd,Monterey Park,91754,06037,(818) 661-7387,"330 N Atlantic Blvd Monterey Park, CA 91754",34.0652748,-118.1334833
721,Sunset Recycling Center,13051 Victory Blvd,Valley Glen,91606,06037,(818) 661-7387,"13051 Victory Blvd Valley Glen, CA 91606",34.1889866,-118.4169036
722,Sunset Recycling Center,12804 La Mirada Blvd,La Mirada,90638,06037,(818) 661-7387,"12804 La Mirada Blvd La Mirada, CA 90638",33.9151290,-118.0108092
723,Sunset Recycling Center,10531 Carmenita Rd,Santa Fe Springs,90670,06037,(818) 661-7387,"10531 Carmenita Rd Santa Fe Springs, CA 90670",33.9391652,-118.0482499
724,Sunset Recycling Center,32401 Camino Capistrano,San Juan Capistrano,92675,06059,(818) 661-7387,"32401 Camino Capistrano San Juan Capistrano, CA 92675",33.4926436,-117.6635604
725,Sunset Recyclng Center,7810 Norwalk Blvd,Whittier,90606,06037,(818) 661-7387,"7810 Norwalk Blvd Whittier, CA 90606",33.9743894,-118.0741334
726,Sunwest Metals Inc,1150 N Anaheim Blvd,Anaheim,92801,06059,(714) 635-0470,"1150 N Anaheim Blvd Anaheim, CA 92801",33.8497986,-117.9192989
727,Super Recycling,530 N Fickett St,Los Angeles,90033,06037,(626) 422-9771,"530 N Fickett St Los Angeles, CA 90033",34.0483852,-118.2040947
728,T M Scrap Metals Inc,11092 Tuxford St,Sun Valley,91352,06037,(818) 577-8220,"11092 Tuxford St Sun Valley, CA 91352",34.2331725,-118.3726635
729,Tauro Recycling,20928 Lassen St,Chatsworth,91311,06037,(323) 407-0016,"20928 Lassen St Chatsworth, CA 91311",34.2497900,-118.5897200
730,Temple Recycling Center Corp,3521 W Temple St,Los Angeles,90004,06037,(323) 664-2096,"3521 W Temple St Los Angeles, CA 90004",34.0770211,-118.2854872
731,The Cans Company,9750 Chapman Ave,Garden Grove,92840,06059,(714) 402-5580,"9750 Chapman Ave Garden Grove, CA 92840",33.7881242,-117.9629638
732,The Cans Company,2394 1/2 W Lincoln Ave,Anaheim,92801,06059,(714) 402-5580,"2394 1/2 W Lincoln Ave Anaheim, CA 92801",33.8313679,-117.9672045
733,The Cans Company,8911 Garden Grove Blvd,Garden Grove,92844,06059,(714) 402-5580,"8911 Garden Grove Blvd Garden Grove, CA 92844",33.7739638,-117.9764250
734,The Cans Company,1212 S Magnolia Ave,Anaheim,92804,06059,(714) 402-5580,"1212 S Magnolia Ave Anaheim, CA 92804",33.8157901,-117.9755602
735,The Cans Company,5111 W Edinger Ave,Santa Ana,92708,06059,(714) 402-5580,"5111 W Edinger Ave Santa Ana, CA 92708",33.7274095,-117.9166950
736,The Cans Company,2741 1/2 W Macarthur Blvd,Santa Ana,92704,06059,(714) 402-5580,"2741 1/2 W Macarthur Blvd Santa Ana, CA 92704",33.7012787,-117.9059475
737,The Cans Company,3454 W Lincoln Ave,Anaheim,92801,06059,(714) 402-5580,"3454 W Lincoln Ave Anaheim, CA 92801",33.8309550,-118.0106148
738,The Cans Company,10751 Westminster Ave,Garden Grove,92843,06059,(714) 402-5580,"10751 Westminster Ave Garden Grove, CA 92843",33.7599273,-117.9413313
739,The Cans Company,13641 Magnolia Ave,Garden Grove,92844,06059,(714) 402-5580,"13641 Magnolia Ave Garden Grove, CA 92844",33.7643960,-117.9728771
740,The Cans Company,2401 S Bristol St,Santa Ana,92704,06059,(714) 402-5580,"2401 S Bristol St Santa Ana, CA 92704",33.7143131,-117.8842877
741,The Cans Company,2714 N Grand Ave,Santa Ana,92705,06059,(714) 402-5580,"2714 N Grand Ave Santa Ana, CA 92705",33.7740799,-117.8531055
742,The Cans Company,16125 1/2 Brookhurst St,Fountain Valley,92624,06059,(714) 402-5580,"16125 1/2 Brookhurst St Fountain Valley, CA 92624",33.7281883,-117.9564318
743,The Cans Company,120 S Harbor Blvd,Santa Ana,92704,06059,(714) 402-5580,"120 S Harbor Blvd Santa Ana, CA 92704",33.7443641,-117.9209183
744,The Cans Company,8522 Westminster Blvd,Westminster,92683,06059,(714) 402-5580,"8522 Westminster Blvd Westminster, CA 92683",33.7579743,-117.9803549
745,The Green Spot Recycling Co (Los Angeles),4831 Whittier Blvd,Los Angeles,90022-3023,06037,(310) 650-7443,"4831 Whittier Blvd Los Angeles, CA 90022-3023",34.0221359,-118.1635579
746,Think Green Recycle,740 Merchant St,Los Angeles,90021,06037,(949) 244-7726,"740 Merchant St Los Angeles, CA 90021",34.0358501,-118.2426186
747,Tiger Recycling,10922 Vanowen St,North Hollywood,91605,06037,(818) 852-4657,"10922 Vanowen St North Hollywood, CA 91605",34.1936403,-118.3689570
748,Tiger Recycling Center,15334 Chatsworth St Unit P,Mission Hills,91345,06037,(818) 852-4657,"15334 Chatsworth St Unit P Mission Hills, CA 91345",34.2642373,-118.4663600
749,Tikal Recycling,37202 90Th St,Littlerock,93543,06037,(818) 300-2891,"37202 90Th St Littlerock, CA 93543",34.5580441,-117.9691870
750,TNT Recycling Center,750 E Manchester Ave Unit 8,Los Angeles,90001,06037,(323) 273-6244,"750 E Manchester Ave Unit 8 Los Angeles, CA 90001",33.9600189,-118.2615165
751,Torres Recycling,6111 S Vermont Ave,Los Angeles,90044,06037,(323) 571-5819,"6111 S Vermont Ave Los Angeles, CA 90044",33.9836919,-118.2917759
752,Trojan Recycling Center,9750 Katella Ave,Garden Grove,92804,06059,(714) 345-4234,"9750 Katella Ave Garden Grove, CA 92804",33.8026982,-117.9628379
753,Tuxford Recycling,11223 Tuxford St,Sun Valley,91352,06037,(818) 767-7727,"11223 Tuxford St Sun Valley, CA 91352",34.2315013,-118.3762324
754,Tzeng Long USA Inc,1160 E Slauson Ave,Los Angeles,90011,06037,(323) 231-9183,"1160 E Slauson Ave Los Angeles, CA 90011",33.9893373,-118.2547530
755,UBC Recycling #2,8563 Whittier Blvd,Pico Rivera,90660,06037,(323) 385-2709,"8563 Whittier Blvd Pico Rivera, CA 90660",34.0037491,-118.0890829
756,Ultimate Recycling,11201 S Figueroa Ave,Los Angeles,90061,06037,(323) 455-7993,"11201 S Figueroa Ave Los Angeles, CA 90061",33.9327276,-118.2828788
757,Union Recycling Inc,1055 W Ventura St,Fillmore,93015,06111,(805) 727-1416,"1055 W Ventura St Fillmore, CA 93015",34.3948648,-118.9292833
758,United Recycling,5744 W Manchester Ave,Los Angeles,90045,06037,(323) 408-3725,"5744 W Manchester Ave Los Angeles, CA 90045",33.9596527,-118.3819777
759,Valdivia Recycling,7015 Whittier Ave,Whittier,90602,06037,(562) 786-1835,"7015 Whittier Ave Whittier, CA 90602",33.9787657,-118.0434033
760,Valley Recycling,21061 Sherman Way,Canoga Park,91303,06037,,"21061 Sherman Way Canoga Park, CA 91303",34.2018641,-118.5926474
761,Valley Recycling Center,20220 Plummer St,Chatsworth,91311,06037,(818) 885-7318,"20220 Plummer St Chatsworth, CA 91311",34.2412129,-118.5736885
762,Venture Recycling Group Inc,1675 E Mauretania St,Wilmington,90744,06037,(310) 830-7400,"1675 E Mauretania St Wilmington, CA 90744",33.7905478,-118.2427489
763,Venture Recycling Group Inc,1022 W Lomita Blvd,Harbor City,90710,06037,(310) 325-4049,"1022 W Lomita Blvd Harbor City, CA 90710",33.7975443,-118.2936692
764,Venus Recycling,2517 W 8Th St,Los Angeles,90057,06037,(213) 365-2681,"2517 W 8Th St Los Angeles, CA 90057",34.0571444,-118.2824806
765,Vernon Recycling Center,1713 E Vernon Ave,Los Angeles,90058,06037,(323) 805-1649,"1713 E Vernon Ave Los Angeles, CA 90058",34.0043703,-118.2423246
766,Victor Recycling Center Inc,1127 W Temple St,Los Angeles,90012,06037,(818) 731-5398,"1127 W Temple St Los Angeles, CA 90012",34.0641460,-118.2516830
767,W & W Recycling,3870 S Western Ave,Los Angeles,90062,06037,(818) 355-0680,"3870 S Western Ave Los Angeles, CA 90062",34.0151495,-118.3085045
768,Wendy Calderon Recycling,4424 Staunton Ave,Vernon,90058,06037,(323) 399-5312,"4424 Staunton Ave Vernon, CA 90058",34.0031500,-118.2417666
769,West Coast Recycling Center,1736 Chapin Rd,Montebello,90640,06037,(323) 727-9232,"1736 Chapin Rd Montebello, CA 90640",33.9768827,-118.1209257
770,Westside Metal Recycling,6449 San Fernando Rd,Glendale,91201,06037,(818) 243-6965,"6449 San Fernando Rd Glendale, CA 91201",34.1671388,-118.2901865
771,Whittier Auto Dismantling,6330 Magnolia Ave,Whittier,90601,06037,(310) 386-9493,"6330 Magnolia Ave Whittier, CA 90601",33.9834420,-118.0499096
772,Wilmington Recyclers,1120 Henry Ford Ave,Wilmington,90744,06037,(310) 952-9975,"1120 Henry Ford Ave Wilmington, CA 90744",33.7863873,-118.2423233
773,Woodman & Chase Recycling,8717 Woodman Ave,Arleta,91331,06037,(818) 935-9926,"8717 Woodman Ave Arleta, CA 91331",34.2280946,-118.4350775
774,X-Treme Recycling,3535 Medford St,Los Angeles,90063,06037,(323) 359-9879,"3535 Medford St Los Angeles, CA 90063",34.0605332,-118.1875515
775,Zhak Inc,1425 W Arrow Hwy,San Dimas,91773,06037,(818) 642-3706,"1425 W Arrow Hwy San Dimas, CA 91773",34.1075111,-117.8363630
776,Sandoval Recycling,3317 Highway 132,La Grange,95329,06109,((209)) 984-6157,"3317 Highway 132 La Grange, CA 95329",37.6844888,-120.3302135
777,Novato Recycling Center,7576 Redwood Blvd,Novato,94945,06041,(800) 243-0291,"7576 Redwood Blvd Novato, CA 94945",38.1144788,-122.5668141
778,Petaluma Recycling Center,315 2Nd St,Petaluma,94952,06097,(707) 763-4761,"315 2Nd St Petaluma, CA 94952",38.2327487,-122.6344681
779,Redwood Waste Solutions,44261 Little Lake Road,Mendocino,95460,06045,(707) 234-6400,"44261 Little Lake Road Mendocino, CA 95460",39.3110651,-123.7839599
780,Redwood Waste Solutions Inc,3200 Taylor Dr,Ukiah,95482,06045,(707) 234-6400,"3200 Taylor Dr Ukiah, CA 95482",39.1093928,-123.1936770
781,Redwood Waste Solutions Inc.,15051 Caspar Road,Caspar,95420,06045,7072346400,"15051 Caspar Road Caspar, CA 95420",39.3654730,-123.8136344
782,Redwood Waste Solutions Inc.,910 Franklin Street,Fort Bragg,95437,06045,7072346400,"910 Franklin Street Fort Bragg, CA 95437",39.4521089,-123.8041836
783,Solid Waste Recycling Center Laytonville,1825 Branscomb Rd,Laytonville,95454,06045,(707) 984-8303,"1825 Branscomb Rd Laytonville, CA 95454",39.6710330,-123.5068720
784,Willits Solid Waste Transfer & Recycling Center,350 Franklin Ave,Willits,95490,06045,(707) 459-0272,"350 Franklin Ave Willits, CA 95490",39.4038010,-123.3630144
785,A & S Metals,1616 Angelo Way,Modesto,95358,06099,(209) 537-4766,"1616 Angelo Way Modesto, CA 95358",37.6067762,-120.9866399
786,Baeza Recycling,1500 Dallas St,Modesto,95358,06099,(209) 581-9417,"1500 Dallas St Modesto, CA 95358",37.6090225,-121.0009851
787,C & M Recycling,107 S 2Nd St,Patterson,95363,06099,(559) 706-7351,"107 S 2Nd St Patterson, CA 95363",37.4702114,-121.1281229
788,Ceres Recycling Center,3940 Moffett Rd,Ceres,95307,06099,(209) 541-0711,"3940 Moffett Rd Ceres, CA 95307",37.5808347,-120.9475094
789,Clarissa's Recycling,903 S Jefferson St,Modesto,95351,06099,(209) 496-0515,"903 S Jefferson St Modesto, CA 95351",37.6302392,-121.0091403
790,CVC Recycle,13301 State Hwy 33,Santa Nella,95322,06047,(209) 600-9992,"13301 State Hwy 33 Santa Nella, CA 95322",37.0963629,-121.0163115
791,Marias Recycling Center,21813 Highway 33,Crows Landing,95313,06099,(209) 303-4662,"21813 Highway 33 Crows Landing, CA 95313",37.3955700,-121.0740484
792,Mid Valley Recycling,1520 Meredith Ave,Gustine,95322,06047,(559) 706-3973,"1520 Meredith Ave Gustine, CA 95322",37.2490390,-121.0120822
793,Sandoval Recycling,2000 N Central Avenue,Ceres,95307,06099,(209) 984-6157,"2000 N Central Avenue Ceres, CA 95307",37.5997149,-120.9562182
794,Stacey's Recycling Center,1805 Richland Ave,Ceres,95307,06099,(209) 484-0730,"1805 Richland Ave Ceres, CA 95307",37.6025757,-120.9663554
795,Universal Service Recycling Inc,570 S 9Th St,Modesto,95351,06099,(209) 622-4040,"570 S 9Th St Modesto, CA 95351",37.6224966,-120.9856052
796,Bluewater Recycling Corp,504 W 12Th St,Alturas,96101,06049,(530) 233-4896,"504 W 12Th St Alturas, CA 96101",41.4947897,-120.5486917
797,Mammoth Disposal Recycling,59 Commerce Dr,Mammoth Lakes,93546,06051,(760) 934-2201,"59 Commerce Dr Mammoth Lakes, CA 93546",37.6416896,-118.9491720
